id,ship_id,origin_port_id,dest_port_id,contents,quantity,eta_day,status
CTN_0645,SHIP_037,PORT_ALGI,PORT_CASA,mixed,312,21,in_transit
CTN_0646,SHIP_037,PORT_ALGI,PORT_TUNI,racking,233,14,delivered
CTN_0647,SHIP_037,PORT_TUNI,PORT_TUNI,mixed,364,69,delivered
CTN_0648,SHIP_037,PORT_ANTW,PORT_ALGI,panels,287,2,delivered
CTN_0649,SHIP_037,PORT_TANG,PORT_TRIP,mixed,182,20,delivered
CTN_0650,SHIP_037,PORT_PIRA,PORT_TUNI,mixed,116,29,delayed
CTN_0651,SHIP_037,PORT_ROTT,PORT_TRIP,racking,183,38,in_transit
CTN_0652,SHIP_037,PORT_ALGI,PORT_ALGI,panels,390,28,delivered
CTN_0653,SHIP_037,PORT_ROTT,PORT_CASA,mixed,400,28,in_transit
CTN_0654,SHIP_037,PORT_ROTT,PORT_TANG,panels,171,42,in_transit
CTN_0655,SHIP_037,PORT_SHAN,PORT_CASA,panels,342,31,delivered
CTN_0656,SHIP_037,PORT_CASA,PORT_CASA,mixed,437,28,delayed
CTN_0657,SHIP_037,PORT_FELI,PORT_TANG,panels,395,34,delayed
CTN_0658,SHIP_037,PORT_TUNI,PORT_ALGI,inverters,405,73,delivered
CTN_0659,SHIP_037,PORT_TUNI,PORT_ALGI,racking,233,23,delivered
CTN_0660,SHIP_037,PORT_SHAN,PORT_TUNI,racking,229,6,delayed
CTN_0661,SHIP_037,PORT_FELI,PORT_TUNI,racking,395,72,delayed
CTN_0662,SHIP_037,PORT_ALGI,PORT_ALEX,inverters,435,19,delayed
CTN_0663,SHIP_037,PORT_ALGI,PORT_ALEX,panels,205,27,delivered
CTN_0664,SHIP_037,PORT_TUNI,PORT_TUNI,racking,225,27,delivered
CTN_0665,SHIP_037,PORT_FELI,PORT_TUNI,racking,32,23,delivered
CTN_0666,SHIP_038,PORT_HAMB,PORT_ALGI,inverters,290,48,in_transit
CTN_0667,SHIP_038,PORT_ANTW,PORT_TANG,mixed,439,41,delivered
CTN_0668,SHIP_038,PORT_PIRA,PORT_CASA,inverters,363,38,in_transit
CTN_0669,SHIP_038,PORT_VALE,PORT_TANG,mixed,164,37,in_transit
CTN_0670,SHIP_038,PORT_HAMB,PORT_TANG,racking,356,2,delayed
CTN_0671,SHIP_038,PORT_FELI,PORT_CASA,panels,574,12,delivered
CTN_0672,SHIP_038,PORT_FELI,PORT_ALGI,panels,567,23,delayed
CTN_0673,SHIP_038,PORT_TANG,PORT_CASA,racking,244,41,delayed
CTN_0674,SHIP_038,PORT_ALEX,PORT_TRIP,mixed,393,5,in_transit
CTN_0675,SHIP_038,PORT_ALGI,PORT_ALGI,mixed,293,25,delayed
CTN_0676,SHIP_038,PORT_ALGI,PORT_TRIP,racking,345,45,delayed
CTN_0677,SHIP_038,PORT_HAMB,PORT_ALGI,inverters,324,29,delivered
CTN_0678,SHIP_038,PORT_TANG,PORT_TANG,panels,254,22,in_transit
CTN_0679,SHIP_038,PORT_ALEX,PORT_TUNI,inverters,236,19,delivered
CTN_0680,SHIP_038,PORT_TANG,PORT_TRIP,racking,534,25,in_transit
CTN_0681,SHIP_038,PORT_VALE,PORT_ALGI,mixed,290,27,in_transit
CTN_0682,SHIP_038,PORT_FELI,PORT_ALGI,racking,428,33,delayed
CTN_0683,SHIP_038,PORT_ALEX,PORT_TANG,panels,155,62,in_transit
CTN_0684,SHIP_038,PORT_TRIP,PORT_TANG,panels,515,34,delayed
CTN_0685,SHIP_038,PORT_CASA,PORT_CASA,panels,252,27,delayed
CTN_0686,SHIP_038,PORT_VALE,PORT_ALGI,racking,344,58,in_transit
CTN_0687,SHIP_038,PORT_ANTW,PORT_ALGI,inverters,286,71,delayed
CTN_0688,SHIP_039,PORT_HAMB,PORT_ANTW,panels,189,10,delayed
CTN_0689,SHIP_039,PORT_ALEX,PORT_FELI,mixed,20,13,delayed
CTN_0690,SHIP_039,PORT_SHAN,PORT_PIRA,inverters,359,12,delivered
CTN_0691,SHIP_039,PORT_SHAN,PORT_ROTT,racking,546,4,in_transit
CTN_0692,SHIP_039,PORT_PIRA,PORT_VALE,mixed,550,35,delivered
CTN_0693,SHIP_039,PORT_PIRA,PORT_HAMB,panels,146,23,delayed
CTN_0694,SHIP_039,PORT_ANTW,PORT_VALE,panels,360,13,in_transit
CTN_0695,SHIP_039,PORT_HAMB,PORT_VALE,mixed,344,23,delayed
CTN_0696,SHIP_039,PORT_ANTW,PORT_PIRA,panels,485,19,delivered
CTN_0697,SHIP_039,PORT_FELI,PORT_ROTT,inverters,238,26,delivered
CTN_0698,SHIP_039,PORT_ROTT,PORT_HAMB,racking,88,2,in_transit
CTN_0699,SHIP_039,PORT_SHAN,PORT_FELI,panels,60,9,delivered
CTN_0700,SHIP_039,PORT_PIRA,PORT_ROTT,mixed,348,40,delayed
CTN_0701,SHIP_039,PORT_FELI,PORT_PIRA,panels,265,6,delayed
CTN_0702,SHIP_039,PORT_PIRA,PORT_FELI,inverters,143,14,in_transit
CTN_0703,SHIP_039,PORT_HAMB,PORT_ROTT,mixed,600,23,delivered
CTN_0704,SHIP_039,PORT_CASA,PORT_ANTW,inverters,263,25,in_transit
CTN_0705,SHIP_039,PORT_ROTT,PORT_HAMB,inverters,359,35,delivered
CTN_0706,SHIP_039,PORT_FELI,PORT_FELI,racking,400,30,delayed
CTN_0707,SHIP_039,PORT_HAMB,PORT_HAMB,panels,87,8,delayed
CTN_0708,SHIP_039,PORT_SHAN,PORT_HAMB,inverters,413,35,in_transit
CTN_0709,SHIP_039,PORT_ALEX,PORT_HAMB,racking,331,48,delivered
CTN_0710,SHIP_040,PORT_ANTW,PORT_ROTT,racking,317,25,delayed
CTN_0711,SHIP_040,PORT_PIRA,PORT_ROTT,inverters,405,49,delivered
CTN_0712,SHIP_040,PORT_ANTW,PORT_PIRA,mixed,20,29,delayed
CTN_0713,SHIP_040,PORT_VALE,PORT_HAMB,mixed,600,29,delivered
CTN_0714,SHIP_040,PORT_SHAN,PORT_ANTW,inverters,448,2,delivered
CTN_0715,SHIP_040,PORT_TRIP,PORT_ANTW,racking,206,18,delivered
CTN_0716,SHIP_040,PORT_FELI,PORT_HAMB,mixed,378,23,in_transit
CTN_0717,SHIP_040,PORT_HAMB,PORT_HAMB,mixed,151,14,delayed
CTN_0718,SHIP_040,PORT_VALE,PORT_PIRA,racking,65,33,delivered
CTN_0719,SHIP_040,PORT_FELI,PORT_HAMB,racking,200,34,delayed
CTN_0720,SHIP_040,PORT_ROTT,PORT_PIRA,racking,412,42,in_transit
CTN_0721,SHIP_040,PORT_HAMB,PORT_FELI,inverters,246,9,in_transit
CTN_0722,SHIP_040,PORT_TUNI,PORT_ROTT,inverters,131,37,in_transit
CTN_0723,SHIP_040,PORT_CASA,PORT_ROTT,inverters,343,14,in_transit
CTN_0724,SHIP_040,PORT_ANTW,PORT_PIRA,racking,390,20,delivered
CTN_0725,SHIP_040,PORT_HAMB,PORT_ANTW,mixed,203,11,in_transit
CTN_0726,SHIP_040,PORT_ALGI,PORT_VALE,inverters,341,64,delivered
CTN_0727,SHIP_040,PORT_CASA,PORT_HAMB,mixed,252,37,delivered
CTN_0728,SHIP_040,PORT_TUNI,PORT_ROTT,inverters,354,34,delayed
CTN_0729,SHIP_040,PORT_PIRA,PORT_VALE,racking,326,28,in_transit
CTN_0730,SHIP_040,PORT_TUNI,PORT_ANTW,mixed,252,30,delivered
CTN_0731,SHIP_040,PORT_PIRA,PORT_VALE,inverters,97,7,delayed
CTN_0732,SHIP_040,PORT_ALEX,PORT_HAMB,inverters,203,40,delivered
CTN_0733,SHIP_040,PORT_TANG,PORT_PIRA,inverters,116,23,in_transit
CTN_0734,SHIP_040,PORT_TUNI,PORT_PIRA,inverters,191,32,delivered
CTN_0735,SHIP_040,PORT_TANG,PORT_HAMB,racking,196,27,in_transit
CTN_0736,SHIP_040,PORT_TUNI,PORT_ANTW,panels,295,8,delayed
CTN_0737,SHIP_040,PORT_ROTT,PORT_ROTT,mixed,275,22,delayed
CTN_0738,SHIP_040,PORT_ROTT,PORT_ROTT,inverters,433,29,in_transit
