id,name,role,region,project_id,skill_level
W_1190,Worker_1190,installer,na,P_024,2
W_1191,Worker_1191,installer,na,P_022,3
W_1192,Worker_1192,electrician,na,P_029,3
W_1193,Worker_1193,safety,na,P_028,4
W_1194,Worker_1194,supervisor,na,P_034,3
W_1195,Worker_1195,electrician,na,P_032,2
W_1196,Worker_1196,safety,na,P_024,4
W_1197,Worker_1197,supervisor,na,P_031,2
W_1198,Worker_1198,safety,na,P_033,3
W_1199,Worker_1199,safety,na,P_031,3
W_1200,Worker_1200,engineer,na,P_035,3
W_1201,Worker_1201,supervisor,na,P_034,4
W_1202,Worker_1202,safety,na,P_023,5
W_1203,Worker_1203,electrician,na,P_027,3
W_1204,Worker_1204,supervisor,na,P_020,2
W_1205,Worker_1205,installer,na,P_035,2
W_1206,Worker_1206,safety,na,P_021,2
W_1207,Worker_1207,supervisor,na,P_022,3
W_1208,Worker_1208,safety,na,P_020,1
W_1209,Worker_1209,safety,na,P_025,2
W_1210,Worker_1210,electrician,na,P_032,3
W_1211,Worker_1211,safety,na,P_027,4
W_1212,Worker_1212,supervisor,na,P_032,4
W_1213,Worker_1213,installer,na,P_034,3
W_1214,Worker_1214,safety,na,P_020,4
W_1215,Worker_1215,electrician,na,P_027,4
W_1216,Worker_1216,installer,na,P_029,3
W_1217,Worker_1217,supervisor,na,P_024,4
W_1218,Worker_1218,engineer,na,P_020,2
W_1219,Worker_1219,installer,na,P_034,2
W_1220,Worker_1220,supervisor,na,P_026,3
W_1221,Worker_1221,supervisor,na,P_026,1
W_1222,Worker_1222,installer,na,P_029,4
W_1223,Worker_1223,safety,na,P_021,3
W_1224,Worker_1224,engineer,na,P_026,3
W_1225,Worker_1225,safety,na,P_026,1
W_1226,Worker_1226,safety,na,P_025,3
W_1227,Worker_1227,supervisor,na,P_020,3
W_1228,Worker_1228,electrician,na,P_021,2
W_1229,Worker_1229,installer,na,P_020,4
W_1230,Worker_1230,electrician,na,P_024,3
W_1231,Worker_1231,electrician,na,P_021,3
W_1232,Worker_1232,supervisor,na,P_028,3
W_1233,Worker_1233,supervisor,me,P_038,4
W_1234,Worker_1234,engineer,me,P_043,4
W_1235,Worker_1235,safety,me,P_046,3
W_1236,Worker_1236,supervisor,me,P_040,2
W_1237,Worker_1237,electrician,me,P_037,4
W_1238,Worker_1238,electrician,me,P_045,3
W_1239,Worker_1239,installer,me,P_040,4
W_1240,Worker_1240,installer,me,P_037,1
W_1241,Worker_1241,supervisor,me,P_037,1
W_1242,Worker_1242,engineer,me,P_041,3
W_1243,Worker_1243,electrician,me,P_043,3
W_1244,Worker_1244,safety,me,P_046,4
W_1245,Worker_1245,installer,me,P_039,2
W_1246,Worker_1246,safety,me,P_046,3
W_1247,Worker_1247,electrician,me,P_039,4
W_1248,Worker_1248,supervisor,me,P_047,2
W_1249,Worker_1249,engineer,me,P_045,3
W_1250,Worker_1250,engineer,me,P_040,2
W_1251,Worker_1251,supervisor,me,P_039,4
W_1252,Worker_1252,electrician,me,P_037,4
W_1253,Worker_1253,supervisor,me,P_046,4
W_1254,Worker_1254,safety,me,P_042,3
W_1255,Worker_1255,electrician,me,P_036,4
W_1256,Worker_1256,supervisor,me,P_042,1
W_1257,Worker_1257,engineer,me,P_036,3
W_1258,Worker_1258,electrician,me,P_039,5
W_1259,Worker_1259,installer,me,P_037,3
W_1260,Worker_1260,supervisor,me,P_043,4
W_1261,Worker_1261,engineer,me,P_038,3
W_1262,Worker_1262,safety,me,P_036,4
W_1263,Worker_1263,engineer,me,P_037,2
W_1264,Worker_1264,engineer,me,P_042,4
W_1265,Worker_1265,engineer,me,P_037,2
W_1266,Worker_1266,supervisor,me,P_041,3
W_1267,Worker_1267,supervisor,me,P_039,3
W_1268,Worker_1268,supervisor,me,P_036,3
W_1269,Worker_1269,safety,me,P_045,3
W_1270,Worker_1270,supervisor,me,P_044,4
W_1271,Worker_1271,supervisor,me,P_045,4
W_1272,Worker_1272,installer,me,P_036,2
W_1273,Worker_1273,electrician,me,P_044,2
W_1274,Worker_1274,supervisor,me,P_045,2
W_1275,Worker_1275,engineer,me,P_037,2
W_1276,Worker_1276,installer,me,P_040,4
W_1277,Worker_1277,engineer,me,P_039,2
W_1278,Worker_1278,supervisor,me,P_045,3
W_1279,Worker_1279,supervisor,me,P_044,3
W_1280,Worker_1280,installer,me,P_044,4
W_1281,Worker_1281,engineer,me,P_045,5
W_1282,Worker_1282,supervisor,me,P_037,1
W_1283,Worker_1283,electrician,me,P_039,2
W_1284,Worker_1284,supervisor,me,P_039,3
W_1285,Worker_1285,installer,me,P_040,3
W_1286,Worker_1286,safety,me,P_044,3
W_1287,Worker_1287,engineer,me,P_037,2
W_1288,Worker_1288,engineer,me,P_039,5
W_1289,Worker_1289,engineer,me,P_036,3
W_1290,Worker_1290,supervisor,me,P_040,4
W_1291,Worker_1291,safety,me,P_046,4
W_1292,Worker_1292,electrician,me,P_041,2
W_1293,Worker_1293,supervisor,me,P_036,3
W_1294,Worker_1294,electrician,me,P_038,4
W_1295,Worker_1295,electrician,me,P_038,4
W_1296,Worker_1296,installer,me,P_045,3
W_1297,Worker_1297,safety,me,P_037,2
W_1298,Worker_1298,electrician,me,P_039,3
W_1299,Worker_1299,electrician,me,P_044,3
W_1300,Worker_1300,installer,me,P_044,3
W_1301,Worker_1301,supervisor,me,P_040,2
W_1302,Worker_1302,supervisor,me,P_037,2
W_1303,Worker_1303,electrician,me,P_041,2
W_1304,Worker_1304,supervisor,me,P_046,3
W_1305,Worker_1305,electrician,me,P_047,4
W_1306,Worker_1306,installer,me,P_046,4
W_1307,Worker_1307,engineer,me,P_037,3
W_1308,Worker_1308,safety,me,P_044,2
W_1309,Worker_1309,safety,me,P_044,3
W_1310,Worker_1310,electrician,me,P_041,1
W_1311,Worker_1311,engineer,me,P_041,5
W_1312,Worker_1312,electrician,me,P_045,2
W_1313,Worker_1313,electrician,me,P_037,3
W_1314,Worker_1314,installer,me,P_043,4
W_1315,Worker_1315,installer,me,P_042,5
W_1316,Worker_1316,safety,me,P_045,4
W_1317,Worker_1317,supervisor,me,P_046,3
W_1318,Worker_1318,electrician,me,P_043,4
W_1319,Worker_1319,safety,me,P_045,5
W_1320,Worker_1320,safety,me,P_043,2
W_1321,Worker_1321,electrician,me,P_038,2
W_1322,Worker_1322,engineer,me,P_041,2
W_1323,Worker_1323,engineer,me,P_036,4
W_1324,Worker_1324,engineer,me,P_044,3
W_1325,Worker_1325,supervisor,me,P_037,3
W_1326,Worker_1326,engineer,me,P_041,4
W_1327,Worker_1327,supervisor,me,P_038,2
W_1328,Worker_1328,installer,me,P_042,3
W_1329,Worker_1329,safety,me,P_036,3
W_1330,Worker_1330,safety,me,P_040,5
W_1331,Worker_1331,engineer,me,P_039,4
W_1332,Worker_1332,engineer,me,P_036,3
W_1333,Worker_1333,engineer,me,P_046,3
W_1334,Worker_1334,supervisor,me,P_046,5
W_1335,Worker_1335,electrician,me,P_047,5
W_1336,Worker_1336,supervisor,me,P_039,4
W_1337,Worker_1337,supervisor,me,P_045,3
W_1338,Worker_1338,engineer,me,P_047,2
W_1339,Worker_1339,engineer,me,P_046,2
W_1340,Worker_1340,safety,me,P_044,2
W_1341,Worker_1341,safety,me,P_046,4
W_1342,Worker_1342,engineer,me,P_036,2
W_1343,Worker_1343,supervisor,me,P_047,3
W_1344,Worker_1344,supervisor,me,P_038,1
W_1345,Worker_1345,safety,me,P_040,2
W_1346,Worker_1346,installer,me,P_041,4
W_1347,Worker_1347,electrician,me,P_047,3
W_1348,Worker_1348,supervisor,me,P_042,3
W_1349,Worker_1349,supervisor,me,P_044,3
W_1350,Worker_1350,engineer,me,P_044,1
W_1351,Worker_1351,electrician,me,P_039,3
W_1352,Worker_1352,supervisor,me,P_044,3
W_1353,Worker_1353,safety,me,P_045,4
W_1354,Worker_1354,engineer,me,P_043,4
W_1355,Worker_1355,safety,me,P_042,4
W_1356,Worker_1356,electrician,me,P_047,3
W_1357,Worker_1357,electrician,me,P_038,3
W_1358,Worker_1358,supervisor,me,P_036,3
W_1359,Worker_1359,installer,me,P_047,2
W_1360,Worker_1360,installer,me,P_045,3
W_1361,Worker_1361,safety,me,P_045,3
W_1362,Worker_1362,engineer,me,P_046,5
W_1363,Worker_1363,engineer,me,P_046,3
W_1364,Worker_1364,safety,me,P_040,1
W_1365,Worker_1365,engineer,me,P_042,3
W_1366,Worker_1366,supervisor,me,P_036,3
W_1367,Worker_1367,safety,me,P_046,4
W_1368,Worker_1368,safety,me,P_039,3
W_1369,Worker_1369,installer,me,P_042,3
W_1370,Worker_1370,installer,me,P_043,4
W_1371,Worker_1371,installer,me,P_044,5
W_1372,Worker_1372,electrician,me,P_042,4
W_1373,Worker_1373,electrician,me,P_042,3
W_1374,Worker_1374,installer,me,P_042,3
W_1375,Worker_1375,safety,me,P_045,1
W_1376,Worker_1376,electrician,me,P_043,4
W_1377,Worker_1377,installer,me,P_039,3
W_1378,Worker_1378,supervisor,me,P_043,3
W_1379,Worker_1379,engineer,me,P_045,3
W_1380,Worker_1380,installer,me,P_039,2
W_1381,Worker_1381,electrician,me,P_042,5
W_1382,Worker_1382,installer,me,P_038,3
W_1383,Worker_1383,installer,me,P_039,5
W_1384,Worker_1384,safety,me,P_037,3
W_1385,Worker_1385,engineer,me,P_040,2
W_1386,Worker_1386,installer,me,P_037,4
W_1387,Worker_1387,safety,me,P_037,4
W_1388,Worker_1388,electrician,me,P_040,4
W_1389,Worker_1389,supervisor,me,P_047,3
W_1390,Worker_1390,safety,me,P_042,4
W_1391,Worker_1391,electrician,me,P_036,3
W_1392,Worker_1392,installer,me,P_039,3
W_1393,Worker_1393,safety,me,P_047,3
W_1394,Worker_1394,supervisor,me,P_041,3
W_1395,Worker_1395,installer,me,P_036,3
W_1396,Worker_1396,electrician,me,P_040,2
W_1397,Worker_1397,electrician,me,P_046,4
W_1398,Worker_1398,engineer,me,P_040,3
W_1399,Worker_1399,supervisor,me,P_037,4
W_1400,Worker_1400,engineer,me,P_043,2
W_1401,Worker_1401,electrician,me,P_038,3
W_1402,Worker_1402,engineer,me,P_045,2
W_1403,Worker_1403,electrician,me,P_040,2
W_1404,Worker_1404,installer,me,P_045,2
W_1405,Worker_1405,safety,me,P_040,2
W_1406,Worker_1406,engineer,me,P_047,2
W_1407,Worker_1407,engineer,me,P_038,3
W_1408,Worker_1408,engineer,me,P_037,4
W_1409,Worker_1409,installer,me,P_040,4
W_1410,Worker_1410,supervisor,me,P_042,1
W_1411,Worker_1411,safety,me,P_046,3
W_1412,Worker_1412,engineer,me,P_043,3
W_1413,Worker_1413,supervisor,me,P_036,4
W_1414,Worker_1414,electrician,me,P_046,3
W_1415,Worker_1415,electrician,me,P_045,3
W_1416,Worker_1416,supervisor,me,P_045,2
W_1417,Worker_1417,electrician,me,P_047,2
W_1418,Worker_1418,engineer,me,P_037,2
W_1419,Worker_1419,electrician,me,P_047,3
W_1420,Worker_1420,safety,me,P_044,4
W_1421,Worker_1421,engineer,me,P_045,2
W_1422,Worker_1422,safety,me,P_043,3
W_1423,Worker_1423,electrician,me,P_046,2
W_1424,Worker_1424,electrician,me,P_045,2
W_1425,Worker_1425,electrician,me,P_039,3
W_1426,Worker_1426,safety,me,P_038,5
W_1427,Worker_1427,electrician,me,P_046,4
W_1428,Worker_1428,electrician,me,P_046,5
W_1429,Worker_1429,safety,me,P_047,4
W_1430,Worker_1430,supervisor,me,P_047,3
W_1431,Worker_1431,installer,me,P_036,3
W_1432,Worker_1432,electrician,me,P_042,2
W_1433,Worker_1433,installer,me,P_039,1
W_1434,Worker_1434,engineer,me,P_043,3
W_1435,Worker_1435,supervisor,me,P_038,4
W_1436,Worker_1436,engineer,me,P_045,4
W_1437,Worker_1437,safety,me,P_037,5
W_1438,Worker_1438,electrician,me,P_040,3
W_1439,Worker_1439,engineer,me,P_038,2
W_1440,Worker_1440,supervisor,me,P_036,4
W_1441,Worker_1441,safety,me,P_046,4
W_1442,Worker_1442,safety,me,P_040,5
W_1443,Worker_1443,safety,me,P_041,5
W_1444,Worker_1444,installer,me,P_047,3
W_1445,Worker_1445,supervisor,me,P_038,2
W_1446,Worker_1446,supervisor,me,P_036,2
W_1447,Worker_1447,safety,me,P_040,2
W_1448,Worker_1448,engineer,me,P_041,2
W_1449,Worker_1449,supervisor,me,P_038,3
W_1450,Worker_1450,supervisor,me,P_037,4
W_1451,Worker_1451,engineer,me,P_046,3
W_1452,Worker_1452,electrician,me,P_040,3
W_1453,Worker_1453,installer,me,P_047,2
W_1454,Worker_1454,safety,me,P_041,2
W_1455,Worker_1455,electrician,me,P_040,2
W_1456,Worker_1456,engineer,me,P_038,1
W_1457,Worker_1457,installer,me,P_047,3
W_1458,Worker_1458,electrician,me,P_039,2
W_1459,Worker_1459,installer,me,P_040,3
W_1460,Worker_1460,supervisor,me,P_044,3
W_1461,Worker_1461,supervisor,me,P_040,4
W_1462,Worker_1462,engineer,me,P_043,2
W_1463,Worker_1463,installer,me,P_039,3
W_1464,Worker_1464,engineer,me,P_037,2
W_1465,Worker_1465,electrician,me,P_046,1
W_1466,Worker_1466,installer,me,P_046,4
W_1467,Worker_1467,engineer,me,P_043,3
W_1468,Worker_1468,supervisor,me,P_046,4
W_1469,Worker_1469,installer,me,P_042,5
W_1470,Worker_1470,supervisor,me,P_047,3
W_1471,Worker_1471,engineer,me,P_042,2
W_1472,Worker_1472,safety,me,P_046,2
W_1473,Worker_1473,engineer,me,P_047,2
W_1474,Worker_1474,electrician,me,P_039,4
W_1475,Worker_1475,electrician,me,P_037,5
W_1476,Worker_1476,supervisor,me,P_042,3
W_1477,Worker_1477,engineer,me,P_044,4
W_1478,Worker_1478,installer,me,P_046,4
W_1479,Worker_1479,installer,me,P_047,5
W_1480,Worker_1480,electrician,me,P_045,5
W_1481,Worker_1481,installer,me,P_045,1
W_1482,Worker_1482,engineer,me,P_047,2
W_1483,Worker_1483,electrician,me,P_045,3
W_1484,Worker_1484,supervisor,me,P_047,2
W_1485,Worker_1485,supervisor,me,P_041,3
W_1486,Worker_1486,engineer,me,P_036,3
W_1487,Worker_1487,supervisor,me,P_037,1
W_1488,Worker_1488,safety,me,P_046,3
W_1489,Worker_1489,engineer,me,P_043,4
W_1490,Worker_1490,supervisor,me,P_039,3
W_1491,Worker_1491,safety,me,P_044,1
W_1492,Worker_1492,supervisor,me,P_039,3
W_1493,Worker_1493,supervisor,me,P_046,3
W_1494,Worker_1494,engineer,me,P_045,4
W_1495,Worker_1495,safety,me,P_047,4
W_1496,Worker_1496,supervisor,me,P_045,3
W_1497,Worker_1497,supervisor,me,P_047,2
W_1498,Worker_1498,electrician,me,P_040,3
W_1499,Worker_1499,safety,me,P_039,1
W_1500,Worker_1500,safety,me,P_040,2
W_1501,Worker_1501,installer,me,P_046,4
W_1502,Worker_1502,engineer,me,P_036,3
W_1503,Worker_1503,electrician,me,P_042,3
W_1504,Worker_1504,engineer,me,P_037,2
W_1505,Worker_1505,engineer,me,P_044,4
W_1506,Worker_1506,installer,me,P_037,3
W_1507,Worker_1507,safety,me,P_040,3
W_1508,Worker_1508,engineer,me,P_039,4
W_1509,Worker_1509,supervisor,me,P_038,4
W_1510,Worker_1510,electrician,me,P_037,3
W_1511,Worker_1511,safety,me,P_042,3
W_1512,Worker_1512,engineer,me,P_043,2
W_1513,Worker_1513,engineer,me,P_043,2
W_1514,Worker_1514,safety,me,P_038,3
W_1515,Worker_1515,supervisor,me,P_037,3
W_1516,Worker_1516,safety,me,P_040,4
W_1517,Worker_1517,supervisor,me,P_036,2
W_1518,Worker_1518,installer,me,P_045,2
W_1519,Worker_1519,installer,me,P_038,3
W_1520,Worker_1520,electrician,me,P_037,3
W_1521,Worker_1521,supervisor,me,P_039,5
W_1522,Worker_1522,electrician,me,P_046,2
W_1523,Worker_1523,safety,me,P_036,3
W_1524,Worker_1524,supervisor,me,P_038,4
W_1525,Worker_1525,installer,me,P_041,4
W_1526,Worker_1526,electrician,me,P_045,3
W_1527,Worker_1527,engineer,me,P_037,4
W_1528,Worker_1528,safety,me,P_037,3
W_1529,Worker_1529,electrician,me,P_043,4
W_1530,Worker_1530,electrician,me,P_041,3
W_1531,Worker_1531,electrician,me,P_042,4
W_1532,Worker_1532,electrician,me,P_038,3
W_1533,Worker_1533,engineer,me,P_036,2
W_1534,Worker_1534,installer,me,P_037,3
W_1535,Worker_1535,supervisor,me,P_043,3
W_1536,Worker_1536,safety,me,P_040,4
W_1537,Worker_1537,electrician,me,P_036,3
W_1538,Worker_1538,electrician,me,P_042,5
W_1539,Worker_1539,electrician,me,P_036,3
W_1540,Worker_1540,installer,me,P_042,3
W_1541,Worker_1541,safety,me,P_037,4
W_1542,Worker_1542,supervisor,me,P_045,3
W_1543,Worker_1543,engineer,me,P_036,3
W_1544,Worker_1544,electrician,me,P_042,3
W_1545,Worker_1545,supervisor,me,P_044,3
W_1546,Worker_1546,safety,me,P_041,4
W_1547,Worker_1547,installer,me,P_047,4
W_1548,Worker_1548,installer,me,P_041,2
W_1549,Worker_1549,safety,me,P_041,2
W_1550,Worker_1550,electrician,me,P_046,2
W_1551,Worker_1551,supervisor,me,P_039,4
W_1552,Worker_1552,supervisor,me,P_036,3
W_1553,Worker_1553,installer,me,P_041,4
W_1554,Worker_1554,supervisor,me,P_042,4
W_1555,Worker_1555,electrician,me,P_043,3
W_1556,Worker_1556,safety,me,P_042,2
W_1557,Worker_1557,installer,me,P_041,4
W_1558,Worker_1558,supervisor,me,P_041,3
W_1559,Worker_1559,installer,me,P_046,2
W_1560,Worker_1560,electrician,me,P_037,3
W_1561,Worker_1561,electrician,me,P_046,2
W_1562,Worker_1562,safety,me,P_041,3
W_1563,Worker_1563,electrician,me,P_043,2
W_1564,Worker_1564,safety,me,P_047,3
W_1565,Worker_1565,supervisor,me,P_038,3
W_1566,Worker_1566,electrician,me,P_038,3
W_1567,Worker_1567,supervisor,me,P_036,3
W_1568,Worker_1568,safety,me,P_046,4
W_1569,Worker_1569,supervisor,me,P_045,4
W_1570,Worker_1570,engineer,me,P_044,4
W_1571,Worker_1571,installer,me,P_043,2
W_1572,Worker_1572,engineer,me,P_041,4
W_1573,Worker_1573,electrician,me,P_044,3
W_1574,Worker_1574,supervisor,me,P_037,3
W_1575,Worker_1575,installer,me,P_037,2
W_1576,Worker_1576,electrician,me,P_037,1
W_1577,Worker_1577,engineer,me,P_044,3
W_1578,Worker_1578,safety,me,P_039,3
W_1579,Worker_1579,supervisor,me,P_047,2
W_1580,Worker_1580,safety,me,P_044,3
W_1581,Worker_1581,engineer,me,P_046,3
W_1582,Worker_1582,installer,me,P_047,3
W_1583,Worker_1583,installer,me,P_037,2
W_1584,Worker_1584,electrician,me,P_040,2
W_1585,Worker_1585,safety,me,P_046,4
W_1586,Worker_1586,engineer,me,P_044,3
W_1587,Worker_1587,installer,me,P_045,3
W_1588,Worker_1588,engineer,me,P_042,4
W_1589,Worker_1589,electrician,me,P_039,3
W_1590,Worker_1590,supervisor,me,P_044,4
W_1591,Worker_1591,safety,me,P_042,3
W_1592,Worker_1592,engineer,me,P_046,2
W_1593,Worker_1593,installer,me,P_042,3
W_1594,Worker_1594,supervisor,me,P_044,4
W_1595,Worker_1595,installer,me,P_042,3
W_1596,Worker_1596,safety,me,P_044,3
W_1597,Worker_1597,electrician,me,P_047,4
W_1598,Worker_1598,engineer,me,P_040,5
W_1599,Worker_1599,installer,me,P_040,4
W_1600,Worker_1600,electrician,me,P_040,2
W_1601,Worker_1601,electrician,me,P_036,3
W_1602,Worker_1602,supervisor,me,P_040,3
W_1603,Worker_1603,supervisor,me,P_042,3
W_1604,Worker_1604,supervisor,me,P_038,3
W_1605,Worker_1605,engineer,me,P_036,2
W_1606,Worker_1606,engineer,me,P_046,3
W_1607,Worker_1607,installer,me,P_037,3
W_1608,Worker_1608,installer,me,P_041,1
W_1609,Worker_1609,safety,me,P_037,3
W_1610,Worker_1610,installer,me,P_044,3
W_1611,Worker_1611,engineer,me,P_044,5
W_1612,Worker_1612,supervisor,me,P_041,3
W_1613,Worker_1613,installer,me,P_042,3
W_1614,Worker_1614,engineer,me,P_040,3
W_1615,Worker_1615,supervisor,me,P_043,3
W_1616,Worker_1616,engineer,me,P_044,2
W_1617,Worker_1617,safety,me,P_036,4
W_1618,Worker_1618,supervisor,me,P_044,4
W_1619,Worker_1619,supervisor,me,P_044,3
W_1620,Worker_1620,engineer,me,P_045,4
W_1621,Worker_1621,supervisor,me,P_041,5
W_1622,Worker_1622,engineer,me,P_043,5
W_1623,Worker_1623,installer,me,P_042,4
W_1624,Worker_1624,electrician,me,P_047,2
W_1625,Worker_1625,installer,me,P_037,2
W_1626,Worker_1626,electrician,me,P_044,4
W_1627,Worker_1627,engineer,me,P_046,3
W_1628,Worker_1628,installer,me,P_045,1
W_1629,Worker_1629,installer,me,P_044,3
W_1630,Worker_1630,installer,me,P_044,4
W_1631,Worker_1631,safety,me,P_040,3
W_1632,Worker_1632,safety,me,P_038,3
W_1633,Worker_1633,electrician,me,P_043,2
W_1634,Worker_1634,electrician,me,P_039,3
W_1635,Worker_1635,safety,me,P_046,4
W_1636,Worker_1636,electrician,me,P_039,3
W_1637,Worker_1637,installer,me,P_044,4
W_1638,Worker_1638,installer,me,P_042,3
W_1639,Worker_1639,engineer,me,P_043,3
W_1640,Worker_1640,electrician,me,P_046,4
W_1641,Worker_1641,safety,me,P_042,4
W_1642,Worker_1642,electrician,me,P_039,2
W_1643,Worker_1643,safety,me,P_036,2
W_1644,Worker_1644,electrician,me,P_036,1
W_1645,Worker_1645,supervisor,me,P_047,3
W_1646,Worker_1646,safety,me,P_043,2
W_1647,Worker_1647,engineer,me,P_040,3
W_1648,Worker_1648,safety,me,P_037,3
W_1649,Worker_1649,safety,me,P_038,3
W_1650,Worker_1650,electrician,me,P_047,3
W_1651,Worker_1651,safety,me,P_043,3
W_1652,Worker_1652,installer,me,P_045,3
W_1653,Worker_1653,electrician,me,P_042,3
W_1654,Worker_1654,installer,me,P_040,4
W_1655,Worker_1655,supervisor,me,P_036,3
W_1656,Worker_1656,installer,me,P_044,5
W_1657,Worker_1657,engineer,me,P_036,2
W_1658,Worker_1658,electrician,me,P_047,3
W_1659,Worker_1659,safety,me,P_038,2
W_1660,Worker_1660,engineer,me,P_043,3
W_1661,Worker_1661,electrician,me,P_042,2
W_1662,Worker_1662,supervisor,me,P_036,4
W_1663,Worker_1663,safety,me,P_036,2
W_1664,Worker_1664,supervisor,me,P_041,2
W_1665,Worker_1665,safety,me,P_044,2
W_1666,Worker_1666,engineer,me,P_040,3
W_1667,Worker_1667,electrician,me,P_041,3
W_1668,Worker_1668,engineer,me,P_037,2
W_1669,Worker_1669,engineer,me,P_039,3
W_1670,Worker_1670,supervisor,me,P_040,4
W_1671,Worker_1671,electrician,me,P_038,4
W_1672,Worker_1672,engineer,me,P_042,4
W_1673,Worker_1673,electrician,me,P_041,1
W_1674,Worker_1674,installer,me,P_047,3
W_1675,Worker_1675,supervisor,me,P_038,4
W_1676,Worker_1676,safety,me,P_047,3
W_1677,Worker_1677,installer,me,P_041,2
W_1678,Worker_1678,supervisor,me,P_047,4
W_1679,Worker_1679,safety,me,P_040,4
W_1680,Worker_1680,installer,me,P_044,3
W_1681,Worker_1681,supervisor,me,P_042,2
W_1682,Worker_1682,supervisor,me,P_037,1
W_1683,Worker_1683,installer,me,P_036,3
W_1684,Worker_1684,electrician,me,P_044,2
W_1685,Worker_1685,engineer,me,P_041,3
W_1686,Worker_1686,installer,me,P_047,3
W_1687,Worker_1687,electrician,me,P_044,2
W_1688,Worker_1688,safety,me,P_041,1
W_1689,Worker_1689,supervisor,me,P_041,3
W_1690,Worker_1690,electrician,me,P_038,3
W_1691,Worker_1691,engineer,me,P_038,3
W_1692,Worker_1692,installer,me,P_045,2
W_1693,Worker_1693,supervisor,me,P_046,4
W_1694,Worker_1694,engineer,me,P_041,2
W_1695,Worker_1695,installer,me,P_045,1
W_1696,Worker_1696,engineer,me,P_041,4
W_1697,Worker_1697,engineer,me,P_042,3
W_1698,Worker_1698,safety,me,P_045,3
W_1699,Worker_1699,safety,me,P_040,3
W_1700,Worker_1700,supervisor,me,P_039,3
W_1701,Worker_1701,electrician,me,P_038,2
W_1702,Worker_1702,safety,me,P_040,2
W_1703,Worker_1703,safety,me,P_042,2
W_1704,Worker_1704,supervisor,me,P_045,3
W_1705,Worker_1705,installer,me,P_044,2
W_1706,Worker_1706,supervisor,me,P_043,4
W_1707,Worker_1707,electrician,me,P_036,2
W_1708,Worker_1708,installer,me,P_042,2
W_1709,Worker_1709,supervisor,me,P_040,2
W_1710,Worker_1710,electrician,me,P_039,2
W_1711,Worker_1711,electrician,me,P_038,2
W_1712,Worker_1712,installer,me,P_047,2
W_1713,Worker_1713,installer,me,P_047,3
W_1714,Worker_1714,supervisor,me,P_036,3
W_1715,Worker_1715,supervisor,me,P_038,3
W_1716,Worker_1716,installer,me,P_042,1
W_1717,Worker_1717,electrician,me,P_036,3
W_1718,Worker_1718,supervisor,me,P_044,3
W_1719,Worker_1719,supervisor,me,P_038,4
W_1720,Worker_1720,electrician,me,P_036,3
W_1721,Worker_1721,supervisor,me,P_045,5
W_1722,Worker_1722,engineer,me,P_041,2
W_1723,Worker_1723,installer,me,P_039,5
W_1724,Worker_1724,installer,me,P_045,3
W_1725,Worker_1725,safety,me,P_046,3
W_1726,Worker_1726,installer,me,P_047,3
W_1727,Worker_1727,engineer,me,P_045,3
W_1728,Worker_1728,engineer,me,P_037,2
W_1729,Worker_1729,electrician,me,P_036,5
W_1730,Worker_1730,safety,me,P_042,3
W_1731,Worker_1731,engineer,me,P_039,3
W_1732,Worker_1732,installer,me,P_042,4
W_1733,Worker_1733,supervisor,me,P_043,4
W_1734,Worker_1734,safety,me,P_038,3
W_1735,Worker_1735,engineer,me,P_036,5
W_1736,Worker_1736,supervisor,me,P_036,3
W_1737,Worker_1737,electrician,me,P_041,2
W_1738,Worker_1738,safety,me,P_038,3
W_1739,Worker_1739,safety,me,P_047,2
W_1740,Worker_1740,supervisor,me,P_043,3
W_1741,Worker_1741,installer,me,P_039,4
W_1742,Worker_1742,electrician,me,P_046,4
W_1743,Worker_1743,electrician,me,P_044,3
W_1744,Worker_1744,electrician,me,P_041,3
W_1745,Worker_1745,engineer,me,P_046,3
W_1746,Worker_1746,engineer,me,P_039,3
W_1747,Worker_1747,safety,me,P_041,4
W_1748,Worker_1748,installer,me,P_045,1
W_1749,Worker_1749,installer,me,P_039,3
W_1750,Worker_1750,engineer,me,P_041,2
W_1751,Worker_1751,electrician,me,P_043,5
W_1752,Worker_1752,electrician,me,P_036,4
W_1753,Worker_1753,engineer,me,P_040,3
W_1754,Worker_1754,supervisor,me,P_039,2
W_1755,Worker_1755,electrician,me,P_041,2
W_1756,Worker_1756,engineer,me,P_044,4
W_1757,Worker_1757,supervisor,me,P_040,2
W_1758,Worker_1758,engineer,me,P_046,3
W_1759,Worker_1759,installer,me,P_046,4
W_1760,Worker_1760,engineer,me,P_036,2
W_1761,Worker_1761,electrician,me,P_036,3
W_1762,Worker_1762,electrician,me,P_047,3
W_1763,Worker_1763,installer,me,P_046,2
W_1764,Worker_1764,electrician,me,P_037,2
W_1765,Worker_1765,electrician,me,P_042,4
W_1766,Worker_1766,engineer,me,P_039,4
W_1767,Worker_1767,safety,me,P_045,3
W_1768,Worker_1768,installer,me,P_044,3
W_1769,Worker_1769,engineer,me,P_045,3
W_1770,Worker_1770,supervisor,me,P_036,1
W_1771,Worker_1771,supervisor,me,P_040,3
W_1772,Worker_1772,safety,me,P_044,1
W_1773,Worker_1773,engineer,me,P_047,3
W_1774,Worker_1774,electrician,me,P_042,3
W_1775,Worker_1775,safety,me,P_047,4
